,PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203903,00,0,56,16,1152,242,545,0.444,88,246,0.358,109,128,0.852,25,142,167,106,42,9,89,88,681
