,PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
0,201143,Al,Horford,Boston Celtics,All-Defensive Team,2,2017-18,,,East,Award,Kia Motors,KIADT,
1,201143,Al,Horford,Atlanta Hawks,All-NBA,3,2010-11,,,1610612737,Award,Kia Motors,KIANT,
2,201143,Al,Horford,Atlanta Hawks,All-Rookie Team,1,2007-08,,,1610612737,Award,Kia Motors,KIART,
3,201143,Al,Horford,Atlanta Hawks,NBA Player of the Month,,2014-15,1/1/2015,,East,Award,Kia Motors,KIPMO,
4,201143,Al,Horford,Atlanta Hawks,NBA Player of the Week,,2012-13,,2012-11-19T00:00:00,East,Award,Kia Motors,KIPWK,
5,201143,Al,Horford,Atlanta Hawks,NBA Player of the Week,,2014-15,,2014-12-15T00:00:00,East,Award,Kia Motors,KIPWK,
6,201143,Al,Horford,Atlanta Hawks,NBA Player of the Week,,2014-15,,2015-01-12T00:00:00,East,Award,Kia Motors,KIPWK,
7,201143,Al,Horford,Atlanta Hawks,NBA Rookie of the Month,,2007-08,02/01/2008,,East,Award,Kia Motors,KIRMO,
8,201143,Al,Horford,Atlanta Hawks,NBA Rookie of the Month,,2007-08,03/01/2008,,East,Award,Kia Motors,KIRMO,
9,201143,Al,Horford,Atlanta Hawks,NBA Rookie of the Month,,2007-08,11/01/2007,,East,Award,Kia Motors,KIRMO,
10,201143,Al,Jefferson,Utah Jazz,NBA Player of the Week,,2012-13,,2013-03-25T00:00:00,West,Award,Kia Motors,KIPWK,
11,201143,Al,Horford,,NBA All-Star,,2009-10,,,,Award,All-Star,,
12,201143,Al,Horford,,NBA All-Star,,2010-11,,,,Award,All-Star,,
13,201143,Al,Horford,,NBA All-Star,,2014-15,,,,Award,All-Star,,
14,201143,Al,Horford,,NBA All-Star,,2015-16,,,,Award,All-Star,,
15,201143,Al,Horford,,NBA All-Star,,2017-18,,,,Award,All-Star,,
16,201143,Al,Horford,Boston Celtics,NBA Champion,,2023-24,,,,Award,Champion,,
