,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,201143,2007-08,00,1610612737,ATL,NR,NR,NR,50,61,59,23.0,109,141,,56,55,52.0,22,29,24,40,99,37,41,61,42
1,201143,2008-09,00,1610612737,ATL,NR,NR,NR,60,76,77,,114,121,,75,73,,38,41,39,56,62,37,110,82,63
2,201143,2009-10,00,1610612737,ATL,NR,NR,NR,30,23,29,9.0,91,120,,45,50,27.0,16,14,14,43,49,9,44,31,20
3,201143,2010-11,00,1610612737,ATL,NR,NR,NR,24,24,24,40.0,110,109,,46,46,43.0,21,11,13,17,70,22,34,31,20
4,201143,2011-12,00,1610612737,ATL,NR,NR,NR,123,90,113,,113,137,,105,109,,99,84,86,91,90,61,57,104,90
5,201143,2012-13,00,1610612737,ATL,NR,NR,NR,73,52,57,15.0,112,148,,52,50,56.0,44,41,41,59,67,38,81,58,49
6,201143,2014-15,00,1610612737,ATL,NR,NR,NR,20,6,10,17.0,98,95,,58,59,,9,9,10,12,28,7,20,16,8
7,201143,2015-16,00,1610612737,ATL,NR,NR,NR,40,35,39,21.0,44,48,20.0,58,76,,39,35,38,27,29,6,36,38,34
8,201143,2016-17,00,1610612738,BOS,NR,NR,NR,4,8,15,5.0,17,24,4.0,38,41,,6,7,8,6,18,16,10,12,5
9,201143,2017-18,00,1610612738,BOS,NR,NR,NR,8,9,14,13.0,36,39,,5,5,22.0,9,6,6,13,11,6,11,11,5
10,201143,2018-19,00,1610612738,BOS,NR,NR,NR,46,42,44,58.0,28,38,23.0,66,74,32.0,44,21,25,28,81,33,34,45,36
11,201143,2019-20,00,1610612755,PHI,NR,NR,NR,112,125,127,,162,145,,121,108,,54,97,83,94,137,49,124,130,115
12,201143,2021-22,00,1610612738,BOS,NR,NR,NR,3,14,13,15.0,9,12,6.0,32,30,,7,1,1,14,13,2,18,12,5
13,201143,2022-23,00,1610612738,BOS,NR,NR,NR,15,41,38,,22,14,75.0,119,120,,10,7,8,20,6,2,57,44,16
14,201143,2023-24,00,1610612738,BOS,NR,NR,NR,11,31,32,,11,10,44.0,87,79,,10,9,9,27,16,11,53,36,19
