,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,201143,2007-08,00,1610612737,ATL,22.0,7,7,277,34,72,0.472,0,0,0.0,20,27,0.741,22,51,73,25,3,7,15,26,88
1,201143,2008-09,00,1610612737,ATL,23.0,9,9,252,25,59,0.424,0,1,0.0,12,18,0.667,12,40,52,18,6,6,4,26,62
2,201143,2009-10,00,1610612737,ATL,24.0,11,11,388,67,128,0.523,1,1,1.0,26,31,0.839,28,71,99,20,8,19,15,35,161
3,201143,2010-11,00,1610612737,ATL,25.0,12,12,468,58,137,0.423,0,2,0.0,20,26,0.769,25,90,115,42,5,12,17,33,136
4,201143,2011-12,00,1610612737,ATL,26.0,3,2,108,20,34,0.588,0,0,0.0,6,8,0.75,5,20,25,8,4,4,12,11,46
5,201143,2012-13,00,1610612737,ATL,27.0,6,6,218,41,83,0.494,0,0,0.0,18,27,0.667,12,41,53,18,6,5,9,17,100
6,201143,2014-15,00,1610612737,ATL,29.0,16,16,522,107,211,0.507,2,9,0.222,15,20,0.75,40,98,138,59,13,23,25,34,231
7,201143,2015-16,00,1610612737,ATL,30.0,10,10,327,54,116,0.466,11,28,0.393,15,16,0.938,13,52,65,31,12,24,17,25,134
8,201143,2016-17,00,1610612738,BOS,31.0,18,18,610,111,190,0.584,27,52,0.519,22,29,0.759,31,87,118,97,15,14,33,33,271
9,201143,2017-18,00,1610612738,BOS,32.0,19,19,679,111,204,0.544,15,43,0.349,62,75,0.827,32,125,157,63,19,22,32,39,299
10,201143,2018-19,00,1610612738,BOS,33.0,9,9,310,46,110,0.418,18,44,0.409,15,18,0.833,13,68,81,40,4,7,19,21,125
11,201143,2019-20,00,1610612755,PHI,34.0,4,3,128,12,25,0.48,0,4,0.0,4,7,0.571,9,20,29,9,1,5,3,14,28
12,201143,2021-22,00,1610612738,BOS,36.0,23,23,815,101,193,0.523,47,98,0.48,28,36,0.778,35,179,214,76,19,31,29,64,277
13,201143,2022-23,00,1610612738,BOS,37.0,20,20,617,51,132,0.386,28,94,0.298,3,4,0.75,30,113,143,59,22,34,11,47,133
14,201143,2023-24,00,1610612738,BOS,38.0,19,15,575,66,138,0.478,35,95,0.368,7,11,0.636,35,98,133,40,15,16,12,28,174
