,PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
0,203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-Defensive Team,1,2021-22,,,East,Award,Kia Motors,KIADT,
1,203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-Defensive Team,1,2018-19,,,East,Award,Kia Motors,KIADT,
2,203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-Defensive Team,1,2019-20,,,East,Award,Kia Motors,KIADT,
3,203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-Defensive Team,1,2020-21,,,East,Award,Kia Motors,KIADT,
4,203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-NBA,2,2016-17,,,East,Award,Kia Motors,KIANT,
5,203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-NBA,2,2017-18,,,East,Award,Kia Motors,KIANT,
6,203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-NBA,1,2018-19,,,East,Award,Kia Motors,KIANT,
7,203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-NBA,1,2019-20,,,East,Award,Kia Motors,KIANT,
8,203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-NBA,1,2020-21,,,East,Award,Kia Motors,KIANT,
9,203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-Rookie Team,2,2013-14,,,1610612749,Award,Kia Motors,KIART,
10,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Defensive Player of the Year,,2019-20,,,East,Award,Kia Motors,KDPYR,
11,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Most Improved Player,(null),2016-17,,,East,Award,Kia Motors,KIMIP,(null)
12,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Most Valuable Player,,2018-19,,,East,Award,Kia Motors,KIMVP,
13,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Most Valuable Player,,2019-20,,,East,Award,Kia Motors,KIMVP,
14,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2016-17,3/1/2017,,East,Award,Kia Motors,KIPMO,
15,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2018-19,02/01/2019,,East,Award,Kia Motors,KIPMO,
16,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2018-19,03/01/2019,,East,Award,Kia Motors,KIPMO,
17,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2018-19,10/01/2018,,East,Award,Kia Motors,KIPMO,
18,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2018-19,12/01/2018,,East,Award,Kia Motors,KIPMO,
19,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2019-20,1/1/2020,,East,Award,Kia Motors,KIPMO,
20,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2019-20,10/1/2019,,East,Award,Kia Motors,KIPMO,
21,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2019-20,12/1/2019,,East,Award,Kia Motors,KIPMO,
22,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2014-15,,2015-02-02T00:00:00,East,Award,Kia Motors,KIPWK,
23,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2016-17,,2016-12-05T00:00:00,East,Award,Kia Motors,KIPWK,
24,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2017-18,,2017-10-16T00:00:00,East,Award,Kia Motors,KIPWK,
25,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2018-10-22T00:00:00,East,Award,Kia Motors,KIPWK,
26,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2018-11-19T00:00:00,East,Award,Kia Motors,KIPWK,
27,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2018-12-17T00:00:00,East,Award,Kia Motors,KIPWK,
28,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2018-12-24T00:00:00,East,Award,Kia Motors,KIPWK,
29,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2019-01-21T00:00:00,East,Award,Kia Motors,KIPWK,
30,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2019-01-28T00:00:00,East,Award,Kia Motors,KIPWK,
31,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2019-20,,2019-10-28T00:00:00,East,Award,Kia Motors,KIPWK,
32,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2019-20,,2019-11-25T00:00:00,East,Award,Kia Motors,KIPWK,
33,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2019-20,,2019-12-30T00:00:00,East,Award,Kia Motors,KIPWK,
34,203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2019-20,,2020-02-24T00:00:00,East,Award,Kia Motors,KIPWK,
35,203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-Defensive Team,2,2016-17,,,East,Award,Kia Motors,KIADT,
