,PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1630188,00,0,241,55,3929,773,1513,0.511,200,590,0.339,302,403,0.749,399,864,1263,188,65,169,185,445,2048
