,PLAYER_ID,SEASON_ID,LEAGUE_ID,ORGANIZATION_ID,SCHOOL_NAME,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203914,2013-14,00,2989,Michigan State,19.0,35,34,1131,195,455,0.429,81,230,0.352,115,142,0.81,37,103,140,94,63,15,60,73,586
1,203914,2012-13,00,2989,Michigan State,18.0,34,33,1010,150,329,0.456,65,158,0.411,74,98,0.755,30,56,86,46,45,6,51,68,439
